,StudentID_x,Email Address,Group,First Name,Last Name,Homework 1,Homework 1 - Max Points,Homework 2,Homework 2 - Max Points,Exam 1,Exam 1 - Max Points,Exam 2,Exam 2 - Max Points,Quiz 1,Quiz 2,Quiz 3,Quiz 4,Quiz 5,Exam 1 Score,Exam 2 Score,Total Homework,Average Homework,Homework Score,Total Quizzes,Average Quizzes,Quiz Score,Final Score,Ceiling Score,Final Grade
84,thisnt7br8,farrellc@fakecollege.ac.uk,C,Chanice,Farrell,70,80,60,100,26,100,61,75,8,15,6,11,4,0.26,0.8133333333333334,0.7222222222222222,0.7375,0.7375,0.6376811594202898,0.6398523045581869,0.6398523045581869,0.5812890247007894,59.0,C
93,3jx1piyy4l,fletcherj@fakecollege.ac.uk,C,June,Fletcher,32,80,28,100,65,100,53,75,10,2,13,5,6,0.65,0.7066666666666667,0.3333333333333333,0.34,0.34,0.5217391304347826,0.5328545963840081,0.5328545963840081,0.39902304558186913,40.0,D
65,c48sqljztn,francish@fakecollege.ac.uk,C,Huma,Francis,74,80,1,100,30,100,57,75,6,13,5,10,15,0.3,0.76,0.4166666666666667,0.4675,0.4675,0.7101449275362319,0.73410491469315,0.73410491469315,0.498231474407945,50.0,C
94,2kjkqtr648,fullera@fakecollege.ac.uk,C,Armaan,Fuller,79,80,66,100,18,100,69,75,0,6,5,9,6,0.18,0.92,0.8055555555555556,0.82375,0.82375,0.37681159420289856,0.3673949579831933,0.37681159420289856,0.5435434782608696,55.0,C
102,w966wbifyl,gentryc@fakecollege.ac.uk,C,Christine,Gentry,9,80,95,100,33,100,55,75,7,0,10,12,11,0.33,0.7333333333333333,0.5777777777777777,0.53125,0.5777777777777777,0.5797101449275363,0.5996816908581615,0.5996816908581615,0.5008489517018928,51.0,C
72,l5iwninhkl,greenr@fakecollege.ac.uk,C,Roger,Green,22,80,40,100,96,100,40,75,3,9,7,0,6,0.96,0.5333333333333333,0.34444444444444444,0.3375,0.34444444444444444,0.36231884057971014,0.3568983957219251,0.36231884057971014,0.34780676328502413,35.0,F
77,raky4tr3hi,guyp@fakecollege.ac.uk,C,Penelope,Guy,35,80,70,100,34,100,27,75,9,7,12,3,5,0.34,0.36,0.5833333333333334,0.56875,0.5833333333333334,0.5217391304347826,0.5243366437484085,0.5243366437484085,0.4436343264578559,45.0,D
105,yxx1xbzbm8,harth@fakecollege.ac.uk,C,Hamid,Hart,5,80,21,100,15,100,44,75,11,13,2,2,11,0.15,0.5866666666666667,0.14444444444444443,0.13624999999999998,0.14444444444444443,0.5652173913043478,0.6087675070028011,0.6087675070028011,0.3065746965452848,31.0,F
95,xabbiece5d,hopperr@fakecollege.ac.uk,C,Rubie,Hopper,0,80,14,100,28,100,17,75,14,3,5,12,11,0.28,0.22666666666666666,0.07777777777777778,0.07,0.07777777777777778,0.6521739130434783,0.708130888719124,0.708130888719124,0.28021704439351497,29.0,F
79,osu6wxihma,hornerb@fakecollege.ac.uk,C,Braydon,Horner,15,80,81,100,85,100,58,75,15,10,2,3,8,0.85,0.7733333333333333,0.5333333333333333,0.49875,0.5333333333333333,0.5507246376811594,0.6057804940157882,0.6057804940157882,0.5149008148714032,52.0,C
98,bxpcvkywnv,huynhg@fakecollege.ac.uk,C,Griff,Huynh,76,80,52,100,51,100,24,75,15,10,3,1,14,0.51,0.32,0.7111111111111111,0.735,0.735,0.6231884057971014,0.6889737713267126,0.6889737713267126,0.5581921313980138,56.0,C
92,9nf8knyuqs,irwinr@fakecollege.ac.uk,C,Riccardo,Irwin,47,80,74,100,27,100,32,75,3,5,7,3,5,0.27,0.4266666666666667,0.6722222222222223,0.6637500000000001,0.6722222222222223,0.3333333333333333,0.3297555385790679,0.3333333333333333,0.4250555555555556,43.0,D
78,xi7xc08ssx,listerf@fakecollege.ac.uk,C,Frederic,Lister,7,80,94,100,23,100,28,75,7,1,8,4,0,0.23,0.37333333333333335,0.5611111111111111,0.5137499999999999,0.5611111111111111,0.2898550724637681,0.2918665648077413,0.2918665648077413,0.3608377472201002,37.0,F
71,ykfqbsfj1m,lovellr@fakecollege.ac.uk,C,Rahma,Lovell,63,80,98,100,73,100,52,75,9,5,13,1,10,0.73,0.6933333333333334,0.8944444444444445,0.88375,0.8944444444444445,0.5507246376811594,0.5641965877259996,0.5641965877259996,0.632870087428911,64.0,B
103,kaisic9cjc,lucasl@fakecollege.ac.uk,C,Lyla-Rose,Lucas,29,80,54,100,24,100,62,75,6,14,10,0,4,0.24,0.8266666666666667,0.46111111111111114,0.45125000000000004,0.46111111111111114,0.4927536231884058,0.48007130124777186,0.4927536231884058,0.42693719806763286,43.0,D
90,cvknhnjz7y,matthewsk@fakecollege.ac.uk,C,Kayla,Matthews,33,80,87,100,6,100,24,75,8,9,2,10,14,0.06,0.32,0.6666666666666666,0.64125,0.6666666666666666,0.6231884057971014,0.6651744334097275,0.6651744334097275,0.5012189966895849,51.0,C
96,amucn7unr4,mcbridem@fakecollege.ac.uk,C,Mayson,Mcbride,67,80,100,100,33,100,46,75,7,13,11,2,2,0.33,0.6133333333333333,0.9277777777777778,0.91875,0.9277777777777778,0.5072463768115942,0.4919225872167048,0.5072463768115942,0.6011183574879227,61.0,B
76,dvdx2e8k5n,mcdonaldr@fakecollege.ac.uk,C,Riya,Mcdonald,45,80,59,100,5,100,22,75,11,4,15,8,11,0.05,0.29333333333333333,0.5777777777777777,0.5762499999999999,0.5777777777777777,0.7101449275362319,0.727422969187675,0.727422969187675,0.48117133520074695,49.0,D
87,torn0aepxz,mcgees@fakecollege.ac.uk,C,Skylar,Mcgee,16,80,57,100,47,100,58,75,6,3,8,8,15,0.47,0.7733333333333333,0.40555555555555556,0.385,0.40555555555555556,0.5797101449275363,0.6074942704354468,0.6074942704354468,0.44530383668618967,45.0,D
70,rdew9u0ea9,miless@fakecollege.ac.uk,C,Sachin,Miles,59,80,68,100,44,100,64,75,4,2,2,2,12,0.44,0.8533333333333334,0.7055555555555556,0.70875,0.70875,0.3188405797101449,0.35149477973007387,0.35149477973007387,0.4962817672523555,50.0,C
89,z8gi4qn5ce,morenoa@fakecollege.ac.uk,C,Asha,Moreno,12,80,1,100,91,100,10,75,8,15,3,15,14,0.91,0.13333333333333333,0.07222222222222222,0.08,0.08,0.7971014492753623,0.828367710720652,0.828367710720652,0.33934364654952887,34.0,F
73,7fmgtdbr3w,perezp@fakecollege.ac.uk,C,Paolo,Perez,10,80,98,100,33,100,34,75,0,13,13,5,10,0.33,0.4533333333333333,0.6,0.5525,0.6,0.5942028985507246,0.5643697478991597,0.5942028985507246,0.4800942028985507,49.0,D
66,sygaojlev2,pettya@fakecollege.ac.uk,C,Ahmad,Petty,51,80,85,100,94,100,8,75,2,9,15,2,10,0.94,0.10666666666666667,0.7555555555555555,0.7437499999999999,0.7555555555555555,0.5507246376811594,0.5280723198370257,0.5507246376811594,0.5251062801932367,53.0,C
88,8kryi2f9b3,rasmussene@fakecollege.ac.uk,C,Edith,Rasmussen,67,80,8,100,60,100,44,75,4,3,6,5,15,0.6,0.5866666666666667,0.4166666666666667,0.45875,0.45875,0.4782608695652174,0.5047440794499618,0.5047440794499618,0.4235898905016552,43.0,D
101,lgcd7r3bfh,russob@fakecollege.ac.uk,C,Brenda,Russo,63,80,52,100,23,100,54,75,11,7,15,5,9,0.23,0.72,0.6388888888888888,0.65375,0.65375,0.6811594202898551,0.6912324929971989,0.6912324929971989,0.5523697478991596,56.0,C
91,rxccjkjnb1,schultzc@fakecollege.ac.uk,C,Caleb,Schultz,19,80,86,100,64,100,68,75,15,9,11,13,3,0.64,0.9066666666666666,0.5833333333333334,0.54875,0.5833333333333334,0.7391304347826086,0.7578533231474408,0.7578533231474408,0.5833559969442322,59.0,C
99,bt2ecilorw,tangp@fakecollege.ac.uk,C,Perry,Tang,17,80,4,100,2,100,41,75,1,4,11,0,10,0.02,0.5466666666666666,0.11666666666666667,0.12625,0.12625,0.37681159420289856,0.3675935828877005,0.37681159420289856,0.2192101449275362,22.0,F
75,r1g39fe2ck,whartona@fakecollege.ac.uk,C,Asiyah,Wharton,71,80,39,100,100,100,33,75,1,12,9,6,9,1.0,0.44,0.6111111111111112,0.6387499999999999,0.6387499999999999,0.5362318840579711,0.5197784568372803,0.5362318840579711,0.5103695652173914,52.0,C
97,xxygst4qwv,whittlej@fakecollege.ac.uk,C,Jacqueline,Whittle,42,80,53,100,95,100,15,75,1,8,9,8,10,0.95,0.2,0.5277777777777778,0.5275000000000001,0.5277777777777778,0.5217391304347826,0.5116832187420423,0.5217391304347826,0.4351328502415459,44.0,D
74,s0lcrrvvir,wiset@fakecollege.ac.uk,C,Tracey,Wise,79,80,59,100,31,100,4,75,7,2,8,0,14,0.31,0.05333333333333334,0.7666666666666667,0.7887500000000001,0.7887500000000001,0.4492753623188406,0.48139037433155085,0.48139037433155085,0.4807504456327987,49.0,D
