,StudentID_x,Email Address,Group,First Name,Last Name,Homework 1,Homework 1 - Max Points,Homework 2,Homework 2 - Max Points,Exam 1,Exam 1 - Max Points,Exam 2,Exam 2 - Max Points,Quiz 1,Quiz 2,Quiz 3,Quiz 4,Quiz 5,Exam 1 Score,Exam 2 Score,Total Homework,Average Homework,Homework Score,Total Quizzes,Average Quizzes,Quiz Score,Final Score,Ceiling Score,Final Grade
115,rhpmhwkr7y,merrittr@fakecollege.ac.uk,D,Rebekah,Merritt,18,80,45,100,71,100,19,75,9,9,10,3,4,0.71,0.25333333333333335,0.35,0.3375,0.35,0.5072463768115942,0.5108072319837026,0.5108072319837026,0.35407550292844414,36.0,F
143,fdiqtuyqu6,ortizo@fakecollege.ac.uk,D,Omer,Ortiz,67,80,19,100,94,100,63,75,14,4,11,0,14,0.94,0.84,0.4777777777777778,0.51375,0.51375,0.6231884057971014,0.6706238859180036,0.6706238859180036,0.5376871657754011,54.0,C
132,oik2cngtp1,perezj@fakecollege.ac.uk,D,Jean,Perez,37,80,94,100,51,100,29,75,9,4,12,15,14,0.51,0.38666666666666666,0.7277777777777777,0.7012499999999999,0.7277777777777777,0.782608695652174,0.80576521517698,0.80576521517698,0.5970073423308717,60.0,B
144,9qimllycqc,preecej@fakecollege.ac.uk,D,Jada,Preece,31,80,98,100,90,100,16,75,7,11,3,3,7,0.9,0.21333333333333335,0.7166666666666667,0.68375,0.7166666666666667,0.4492753623188406,0.4687573211102623,0.4687573211102623,0.4936271963330787,50.0,C
121,sw766mjwpy,prentices@fakecollege.ac.uk,D,Stacy,Prentice,4,80,51,100,91,100,12,75,15,12,5,15,0,0.91,0.16,0.3055555555555556,0.28,0.3055555555555556,0.6811594202898551,0.7058365164247518,0.7058365164247518,0.39547317714964775,40.0,D
131,lafd4y8iid,quintanaa@fakecollege.ac.uk,D,Alessia,Quintana,27,80,80,100,58,100,18,75,10,0,12,1,6,0.58,0.24,0.5944444444444444,0.5687500000000001,0.5944444444444444,0.42028985507246375,0.4372803666921314,0.4372803666921314,0.4219618877854172,43.0,D
106,jrxyunfvn5,richardm@fakecollege.ac.uk,D,Mila,Richard,18,80,84,100,92,100,70,75,13,11,2,11,10,0.92,0.9333333333333333,0.5666666666666667,0.5325,0.5666666666666667,0.6811594202898551,0.7303692386045327,0.7303692386045327,0.5851107715813598,59.0,C
145,wzrcmbyxy6,riggso@fakecollege.ac.uk,D,Olivia,Riggs,25,80,67,100,8,100,19,75,9,1,3,15,13,0.08,0.25333333333333335,0.5111111111111111,0.49125,0.5111111111111111,0.5942028985507246,0.6432161955691367,0.6432161955691367,0.4267426364485188,43.0,D
109,mk0fvmgujg,riveram@fakecollege.ac.uk,D,Madison,Rivera,18,80,9,100,6,100,38,75,11,12,4,15,4,0.06,0.5066666666666667,0.15,0.1575,0.1575,0.6666666666666666,0.6880112044817926,0.6880112044817926,0.3230700280112045,33.0,F
126,gj9hinbtix,rosev@fakecollege.ac.uk,D,Viaan,Rose,12,80,76,100,41,100,64,75,9,11,0,8,6,0.41,0.8533333333333334,0.4888888888888889,0.455,0.4888888888888889,0.4927536231884058,0.5245887445887446,0.5245887445887446,0.4587655122655123,46.0,D
128,ow37ymyg0t,rowlandj@fakecollege.ac.uk,D,Jayson,Rowland,26,80,18,100,25,100,26,75,7,5,4,5,2,0.25,0.3466666666666667,0.24444444444444444,0.2525,0.2525,0.3333333333333333,0.3457601222307105,0.3457601222307105,0.2518947033358798,26.0,F
140,xet605vaxm,ryann@fakecollege.ac.uk,D,Niyah,Ryan,65,80,51,100,52,100,38,75,8,5,10,13,4,0.52,0.5066666666666667,0.6444444444444445,0.66125,0.66125,0.5797101449275363,0.582149223325694,0.582149223325694,0.5158114336643749,52.0,C
136,l3cm7celev,santosd@fakecollege.ac.uk,D,Davina,Santos,44,80,86,100,34,100,29,75,15,5,11,12,1,0.34,0.38666666666666666,0.7222222222222222,0.7050000000000001,0.7222222222222222,0.6376811594202898,0.6569009421950598,0.6569009421950598,0.5416258382140735,55.0,C
107,nfekg8bxqy,schmittt@fakecollege.ac.uk,D,Theodore,Schmitt,54,80,5,100,58,100,40,75,9,4,5,11,10,0.58,0.5333333333333333,0.3277777777777778,0.36250000000000004,0.36250000000000004,0.5652173913043478,0.5996027501909855,0.5996027501909855,0.407214158390629,41.0,D
122,ffdntzgcas,strongk@fakecollege.ac.uk,D,Karina,Strong,22,80,79,100,52,100,21,75,6,12,4,13,13,0.52,0.28,0.5611111111111111,0.5325,0.5611111111111111,0.6956521739130435,0.7185306850012733,0.7185306850012733,0.49400364994482643,50.0,C
110,ivbzf5tgje,sweeneys@fakecollege.ac.uk,D,Sahara,Sweeney,57,80,96,100,74,100,62,75,10,14,10,0,11,0.74,0.8266666666666667,0.85,0.8362499999999999,0.85,0.6521739130434783,0.6694652406417112,0.6694652406417112,0.66050623885918,67.0,B
130,kc2fyntggm,wattb@fakecollege.ac.uk,D,Bessie,Watt,41,80,41,100,67,100,17,75,8,5,5,9,5,0.67,0.22666666666666666,0.45555555555555555,0.46124999999999994,0.46124999999999994,0.463768115942029,0.48284950343773875,0.48284950343773875,0.38552151769798826,39.0,F
127,uatbfrwan4,wilkinsk@fakecollege.ac.uk,D,Kieran,Wilkins,60,80,72,100,25,100,25,75,0,10,4,11,12,0.25,0.3333333333333333,0.7333333333333333,0.735,0.735,0.5362318840579711,0.5375350140056022,0.5375350140056022,0.501093837535014,51.0,C
