Last Name,First Name,Email Address,Grade
Hopper,Rubie,HopperR@fakeCollege.ac.uk,11
Mcbride,Mayson,McbrideM@fakeCollege.ac.uk,2
Whittle,Jacqueline,WhittleJ@fakeCollege.ac.uk,10
Huynh,Griff,HuynhG@fakeCollege.ac.uk,14
Tang,Perry,TangP@fakeCollege.ac.uk,10
Coleman,Ariel,ColemanA@fakeCollege.ac.uk,1
Russo,Brenda,RussoB@fakeCollege.ac.uk,9
Gentry,Christine,GentryC@fakeCollege.ac.uk,11
Lucas,Lyla-Rose,LucasL@fakeCollege.ac.uk,4
Bennett,Zakariya,BennettZ@fakeCollege.ac.uk,11
Hart,Hamid,HartH@fakeCollege.ac.uk,11
Richard,Mila,RichardM@fakeCollege.ac.uk,10
Schmitt,Theodore,SchmittT@fakeCollege.ac.uk,10
Carpenter,Eli,CarpenterE@fakeCollege.ac.uk,6
Rivera,Madison,RiveraM@fakeCollege.ac.uk,4
Sweeney,Sahara,SweeneyS@fakeCollege.ac.uk,11
Dickson,Ellenor,DicksonE@fakeCollege.ac.uk,12
Benton,Eloise,BentonE@fakeCollege.ac.uk,9
Chadwick,Sunil,ChadwickS@fakeCollege.ac.uk,4
Hickman,Layla,HickmanL@fakeCollege.ac.uk,5
Merritt,Rebekah,MerrittR@fakeCollege.ac.uk,4
Gomez,Zhane,GomezZ@fakeCollege.ac.uk,3
Curtis,Charly,CurtisC@fakeCollege.ac.uk,14
Marriott,Fletcher,MarriottF@fakeCollege.ac.uk,0
Finley,Amelia-Mae,FinleyA@fakeCollege.ac.uk,6
Bannister,Leroy,BannisterL@fakeCollege.ac.uk,9
Prentice,Stacy,PrenticeS@fakeCollege.ac.uk,0
Strong,Karina,StrongK@fakeCollege.ac.uk,13
Guzman,Garrett,GuzmanG@fakeCollege.ac.uk,13
Ayers,Zac,AyersZ@fakeCollege.ac.uk,6
Hurley,Betsy,HurleyB@fakeCollege.ac.uk,6
Rose,Viaan,RoseV@fakeCollege.ac.uk,6
Wilkins,Kieran,WilkinsK@fakeCollege.ac.uk,12
Rowland,Jayson,RowlandJ@fakeCollege.ac.uk,2
Ferry,Reece,FerryR@fakeCollege.ac.uk,8
Watt,Bessie,WattB@fakeCollege.ac.uk,5
Quintana,Alessia,QuintanaA@fakeCollege.ac.uk,6
Perez,Jean,PerezJ@fakeCollege.ac.uk,14
Franks,Nada,FranksN@fakeCollege.ac.uk,5
Atherton,Aran,AthertonA@fakeCollege.ac.uk,5
Johns,Eman,JohnsE@fakeCollege.ac.uk,6
Santos,Davina,SantosD@fakeCollege.ac.uk,1
Allen,Yuvaan,AllenY@fakeCollege.ac.uk,13
Harvey,Jaime,HarveyJ@fakeCollege.ac.uk,10
Butt,Isabell,ButtI@fakeCollege.ac.uk,5
Ryan,Niyah,RyanN@fakeCollege.ac.uk,4
Brookes,Ainsley,BrookesA@fakeCollege.ac.uk,1
Holloway,Anand,HollowayA@fakeCollege.ac.uk,5
Ortiz,Omer,OrtizO@fakeCollege.ac.uk,14
Preece,Jada,PreeceJ@fakeCollege.ac.uk,7
Riggs,Olivia,RiggsO@fakeCollege.ac.uk,13
Hamer,Belinda,HamerB@fakeCollege.ac.uk,15
Barclay,Cem,BarclayC@fakeCollege.ac.uk,13
Lennon,Jeanette,LennonJ@fakeCollege.ac.uk,10
Hull,Saffa,HullS@fakeCollege.ac.uk,8
Odonnell,Tamera,OdonnellT@fakeCollege.ac.uk,10
Kent,Nadeem,KentN@fakeCollege.ac.uk,4
Lancaster,Irving,LancasterI@fakeCollege.ac.uk,7
Burch,Liya,BurchL@fakeCollege.ac.uk,13
Delgado,Caris,DelgadoC@fakeCollege.ac.uk,6
Stanton,Judy,StantonJ@fakeCollege.ac.uk,8
Solomon,Vivien,SolomonV@fakeCollege.ac.uk,0
Mcnally,Kit,McnallyK@fakeCollege.ac.uk,6
Muir,Nuala,MuirN@fakeCollege.ac.uk,3
Stanley,Heather,StanleyH@fakeCollege.ac.uk,9
Oliver,Benny,OliverB@fakeCollege.ac.uk,3
Adam,Rae,AdamR@fakeCollege.ac.uk,8
Blankenship,Harper-Rose,BlankenshipH@fakeCollege.ac.uk,11
Spooner,Conal,SpoonerC@fakeCollege.ac.uk,0
Rios,Oisin,RiosO@fakeCollege.ac.uk,7
Rodrigues,Alessandro,RodriguesA@fakeCollege.ac.uk,15
Harris,Patience,HarrisP@fakeCollege.ac.uk,10
Price,Donna,PriceD@fakeCollege.ac.uk,1
Griffiths,Margo,GriffithsM@fakeCollege.ac.uk,2
Mckee,Lisa,MckeeL@fakeCollege.ac.uk,7
Mcintyre,Hubert,McintyreH@fakeCollege.ac.uk,13
Meyer,Frederic,MeyerF@fakeCollege.ac.uk,11
Gardiner,Andrew,GardinerA@fakeCollege.ac.uk,13
Shah,Arman,ShahA@fakeCollege.ac.uk,5
Kirkland,Cecelia,KirklandC@fakeCollege.ac.uk,11
Tyson,Mali,TysonM@fakeCollege.ac.uk,10
Collier,Madihah,CollierM@fakeCollege.ac.uk,8
Pena,Toyah,PenaT@fakeCollege.ac.uk,3
Rutledge,Nabilah,RutledgeN@fakeCollege.ac.uk,10
Salter,Rocco,SalterR@fakeCollege.ac.uk,3
Bird,Pierre,BirdP@fakeCollege.ac.uk,3
Lester,Gianni,LesterG@fakeCollege.ac.uk,4
Salas,Layla-Rose,SalasL@fakeCollege.ac.uk,14
Devine,Rhona,DevineR@fakeCollege.ac.uk,2
Felix,Sanya,FelixS@fakeCollege.ac.uk,5
Iles,Campbell,IlesC@fakeCollege.ac.uk,6
Ramirez,Mara,RamirezM@fakeCollege.ac.uk,2
Stout,Lily-Grace,StoutL@fakeCollege.ac.uk,6
Hardy,Etienne,HardyE@fakeCollege.ac.uk,6
Corrigan,Antonina,CorriganA@fakeCollege.ac.uk,5
Espinoza,Opal,EspinozaO@fakeCollege.ac.uk,14
Andrade,Brandi,AndradeB@fakeCollege.ac.uk,2
Lowery,Theodor,LoweryT@fakeCollege.ac.uk,15
Beck,Adem,BeckA@fakeCollege.ac.uk,2
Donnelly,Franklin,DonnellyF@fakeCollege.ac.uk,6
Leach,Seamus,LeachS@fakeCollege.ac.uk,4
Browning,Shanai,BrowningS@fakeCollege.ac.uk,1
Rollins,Shana,RollinsS@fakeCollege.ac.uk,2
Haworth,Kaydon,HaworthK@fakeCollege.ac.uk,7
Cantrell,Paolo,CantrellP@fakeCollege.ac.uk,8
