,StudentID_x,Email Address,Group,First Name,Last Name,Homework 1,Homework 1 - Max Points,Homework 2,Homework 2 - Max Points,Exam 1,Exam 1 - Max Points,Exam 2,Exam 2 - Max Points,Quiz 1,Quiz 2,Quiz 3,Quiz 4,Quiz 5,Exam 1 Score,Exam 2 Score,Total Homework,Average Homework,Homework Score,Total Quizzes,Average Quizzes,Quiz Score,Final Score,Ceiling Score,Final Grade
185,0i1npre7gp,ilesc@fakecollege.ac.uk,E,Campbell,Iles,3,80,85,100,64,100,7,75,5,4,13,9,6,0.64,0.09333333333333334,0.4888888888888889,0.44375,0.4888888888888889,0.5362318840579711,0.5257550292844411,0.5362318840579711,0.3977584541062802,40.0,D
151,caxvqi0fvf,kentn@fakecollege.ac.uk,E,Nadeem,Kent,22,80,5,100,54,100,51,75,4,1,14,7,4,0.54,0.68,0.15,0.1625,0.1625,0.43478260869565216,0.41743315508021395,0.43478260869565216,0.29043478260869565,30.0,F
174,j1ffbpwsgk,kirklandc@fakecollege.ac.uk,E,Cecelia,Kirkland,58,80,89,100,26,100,8,75,9,12,8,4,11,0.26,0.10666666666666667,0.8166666666666667,0.8075,0.8166666666666667,0.6376811594202898,0.6582302011713776,0.6582302011713776,0.5478023936847466,55.0,C
152,dzsdis4wsu,lancasteri@fakecollege.ac.uk,E,Irving,Lancaster,66,80,70,100,75,100,75,75,12,13,6,5,7,0.75,1.0,0.7555555555555555,0.7625,0.7625,0.6231884057971014,0.6501986249045073,0.6501986249045073,0.6375595874713522,64.0,B
195,efczgvkrlm,leachs@fakecollege.ac.uk,E,Seamus,Leach,20,80,87,100,35,100,38,75,8,15,2,4,4,0.35,0.5066666666666667,0.5944444444444444,0.56,0.5944444444444444,0.4782608695652174,0.4927934810287752,0.4927934810287752,0.45378248875307703,46.0,D
148,mmnetyfxrs,lennonj@fakecollege.ac.uk,E,Jeanette,Lennon,58,80,10,100,7,100,11,75,0,2,7,13,10,0.07,0.14666666666666667,0.37777777777777777,0.4125,0.4125,0.463768115942029,0.4614005602240897,0.463768115942029,0.32229710144927537,33.0,F
181,g5tbzgofjt,lesterg@fakecollege.ac.uk,E,Gianni,Lester,45,80,20,100,60,100,9,75,2,6,14,5,4,0.6,0.12,0.3611111111111111,0.38125,0.38125,0.4492753623188406,0.41916475681181564,0.4492753623188406,0.3292826086956522,33.0,F
192,vmu90w74m7,loweryt@fakecollege.ac.uk,E,Theodor,Lowery,58,80,4,100,11,100,74,75,12,11,3,4,15,0.11,0.9866666666666667,0.34444444444444444,0.3825,0.3825,0.6521739130434783,0.7072854596384007,0.7072854596384007,0.4693523045581869,47.0,D
170,ertflengzc,mcintyreh@fakecollege.ac.uk,E,Hubert,Mcintyre,1,80,82,100,68,100,30,75,6,4,0,2,13,0.68,0.4,0.46111111111111114,0.41624999999999995,0.46111111111111114,0.36231884057971014,0.40766233766233756,0.40766233766233756,0.3807431457431457,39.0,F
169,kxbqezska8,mckeel@fakecollege.ac.uk,E,Lisa,Mckee,20,80,73,100,99,100,34,75,4,3,3,6,7,0.99,0.4533333333333333,0.5166666666666667,0.49,0.5166666666666667,0.3333333333333333,0.3504023427552839,0.3504023427552839,0.40662070282658525,41.0,D
157,gktwmiqbdc,mcnallyk@fakecollege.ac.uk,E,Kit,Mcnally,16,80,29,100,58,100,56,75,9,12,4,9,6,0.58,0.7466666666666667,0.25,0.245,0.25,0.5797101449275363,0.599266615737204,0.599266615737204,0.38344665138782785,39.0,F
171,ewx5whks0h,meyerf@fakecollege.ac.uk,E,Frederic,Meyer,30,80,78,100,45,100,63,75,15,8,12,11,11,0.45,0.84,0.6,0.5775,0.6,0.8260869565217391,0.8610466004583651,0.8610466004583651,0.6048139801375095,61.0,B
158,dqhxbbug3y,muirn@fakecollege.ac.uk,E,Nuala,Muir,61,80,34,100,27,100,61,75,12,5,11,9,3,0.27,0.8133333333333334,0.5277777777777778,0.55125,0.55125,0.5797101449275363,0.5928316781257957,0.5928316781257957,0.4931828367710721,50.0,C
150,1kasaq5ghr,odonnellt@fakecollege.ac.uk,E,Tamera,Odonnell,23,80,91,100,84,100,41,75,14,10,11,5,10,0.84,0.5466666666666666,0.6333333333333333,0.59875,0.6333333333333333,0.7246376811594203,0.7553857906799084,0.7553857906799084,0.5766157372039726,58.0,C
160,hbrh3e2sqi,oliverb@fakecollege.ac.uk,E,Benny,Oliver,74,80,14,100,56,100,49,75,15,3,7,0,3,0.56,0.6533333333333333,0.4888888888888889,0.5325,0.5325,0.4057971014492754,0.44508021390374325,0.44508021390374325,0.4398573975044563,44.0,D
177,ig32ns03a5,penat@fakecollege.ac.uk,E,Toyah,Pena,43,80,76,100,43,100,52,75,1,13,13,4,3,0.43,0.6933333333333334,0.6611111111111111,0.6487499999999999,0.6611111111111111,0.4927536231884058,0.45159918512859687,0.4927536231884058,0.5031038647342996,51.0,C
167,h5npcnhfn6,priced@fakecollege.ac.uk,E,Donna,Price,2,80,83,100,62,100,26,75,13,12,0,13,1,0.62,0.3466666666666667,0.4722222222222222,0.4275,0.4722222222222222,0.5652173913043478,0.5987445887445888,0.5987445887445888,0.4341789321789322,44.0,D
186,edweqkug4e,ramirezm@fakecollege.ac.uk,E,Mara,Ramirez,61,80,96,100,67,100,44,75,0,12,13,15,2,0.67,0.5866666666666667,0.8722222222222222,0.86125,0.8722222222222222,0.6086956521739131,0.5605602240896358,0.6086956521739131,0.6236642512077295,63.0,B
164,jcdgxvf2nk,rioso@fakecollege.ac.uk,E,Oisin,Rios,42,80,93,100,59,100,1,75,0,6,14,8,7,0.59,0.013333333333333334,0.75,0.7275,0.75,0.5072463768115942,0.4756582633053221,0.5072463768115942,0.48300724637681164,49.0,D
165,iciwlxqabi,rodriguesa@fakecollege.ac.uk,E,Alessandro,Rodrigues,6,80,23,100,10,100,56,75,3,3,10,10,15,0.1,0.7466666666666667,0.16111111111111112,0.1525,0.16111111111111112,0.5942028985507246,0.6050496562261268,0.6050496562261268,0.3256260079789492,33.0,F
197,rluetzhehj,rollinss@fakecollege.ac.uk,E,Shana,Rollins,26,80,67,100,20,100,72,75,2,3,14,1,2,0.2,0.96,0.5166666666666667,0.49750000000000005,0.5166666666666667,0.3188405797101449,0.2886885663356252,0.3188405797101449,0.40831884057971013,41.0,D
178,wexzowalov,rutledgen@fakecollege.ac.uk,E,Nabilah,Rutledge,55,80,29,100,7,100,53,75,13,15,3,10,10,0.07,0.7066666666666667,0.4666666666666667,0.48875,0.48875,0.7391304347826086,0.7811815635345047,0.7811815635345047,0.5040211357270181,51.0,C
182,sgggxszacn,salasl@fakecollege.ac.uk,E,Layla-Rose,Salas,10,80,7,100,59,100,12,75,7,7,14,9,14,0.59,0.16,0.09444444444444444,0.0975,0.0975,0.7391304347826086,0.7472167048637637,0.7472167048637637,0.30866501145912906,31.0,F
179,upwuztjgju,salterr@fakecollege.ac.uk,E,Rocco,Salter,5,80,46,100,59,100,64,75,14,1,10,3,3,0.59,0.8533333333333334,0.2833333333333333,0.26125,0.2833333333333333,0.4492753623188406,0.4783829895594602,0.4783829895594602,0.3716815635345047,38.0,F
173,depv9zrxsc,shaha@fakecollege.ac.uk,E,Arman,Shah,58,80,90,100,72,100,73,75,12,1,14,13,5,0.72,0.9733333333333334,0.8222222222222222,0.8125,0.8222222222222222,0.6521739130434783,0.6652686529157117,0.6652686529157117,0.6618028180969358,67.0,B
156,ujr8nexeih,solomonv@fakecollege.ac.uk,E,Vivien,Solomon,11,80,100,100,11,100,25,75,4,6,15,15,0,0.11,0.3333333333333333,0.6166666666666667,0.56875,0.6166666666666667,0.5797101449275363,0.5434835752482812,0.5797101449275363,0.4594130434782609,46.0,D
163,5hcrsfjfhp,spoonerc@fakecollege.ac.uk,E,Conal,Spooner,25,80,34,100,81,100,4,75,12,9,13,5,0,0.81,0.05333333333333334,0.3277777777777778,0.32625000000000004,0.3277777777777778,0.5652173913043478,0.5625515660809779,0.5652173913043478,0.34650966183574883,35.0,F
159,5xxmddgf97,stanleyh@fakecollege.ac.uk,E,Heather,Stanley,51,80,81,100,38,100,49,75,10,8,7,5,9,0.38,0.6533333333333333,0.7333333333333333,0.72375,0.7333333333333333,0.5652173913043478,0.5922663610898905,0.5922663610898905,0.5553465749936338,56.0,C
155,vznqojirwx,stantonj@fakecollege.ac.uk,E,Judy,Stanton,69,80,63,100,30,100,28,75,7,5,3,4,8,0.3,0.37333333333333335,0.7333333333333333,0.7462500000000001,0.7462500000000001,0.391304347826087,0.41970970206264324,0.41970970206264324,0.4767462439521264,48.0,D
187,zay7zamo6f,stoutl@fakecollege.ac.uk,E,Lily-Grace,Stout,65,80,83,100,40,100,72,75,2,8,9,8,6,0.4,0.96,0.8222222222222222,0.82125,0.8222222222222222,0.4782608695652174,0.46319837025719385,0.4782608695652174,0.5883671497584542,59.0,C
175,f1lnvrrxjj,tysonm@fakecollege.ac.uk,E,Mali,Tyson,64,80,99,100,20,100,51,75,3,6,9,7,10,0.2,0.68,0.9055555555555556,0.895,0.9055555555555556,0.5072463768115942,0.5070944741532977,0.5072463768115942,0.5923961352657006,60.0,B
